,SRS011061,SRS011134,SRS012902,SRS054956
Bacteroides_cellulosilyticus_DSM_14838_cro4,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_cspg_a,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_cspg_a_degr,6,6,0,0
Bacteroides_cellulosilyticus_DSM_14838_cspg_ab_rest,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_cspg_b,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_cspg_b_degr,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_cspg_c,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_cspg_c_degr,4,4,0,0
Bacteroides_cellulosilyticus_DSM_14838_cspg_c_rest,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_cu2,2e-07,6e-09,0,0
Bacteroides_cellulosilyticus_DSM_14838_cytd,195.9366,6.0619,0,0
Bacteroides_cellulosilyticus_DSM_14838_dad_2,61.8636,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_dcyt,189.2427,6.0644,0,0
Bacteroides_cellulosilyticus_DSM_14838_ddca,34.3989,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_dextran40,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_dgsn,0.1,0.1,0,0
Bacteroides_cellulosilyticus_DSM_14838_din,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_duri,0.1,0.1,0,0
Bacteroides_cellulosilyticus_DSM_14838_fe2,0.0019397,5.9207e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_fe3,0.0019396,5.9199e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_for,198.6904,6.0644,0,0
Bacteroides_cellulosilyticus_DSM_14838_fru,198.6904,6.0644,0,0
Bacteroides_cellulosilyticus_DSM_14838_fuc_L,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_gal,9.2567,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_galmannan,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_galur,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_gam26s,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_gam,8.1,5.2084,0,0
Bacteroides_cellulosilyticus_DSM_14838_gcald,0.00062884,0.00035946,0,0
Bacteroides_cellulosilyticus_DSM_14838_glc_D,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_glcmannan,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_glcur,18,6.0644,0,0
Bacteroides_cellulosilyticus_DSM_14838_glygn2,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_glygn4,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_glygn5,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_gsn,53.4524,2.5159,0,0
Bacteroides_cellulosilyticus_DSM_14838_h2,198.6904,6.0644,0,0
Bacteroides_cellulosilyticus_DSM_14838_h2o,198.6904,6.0644,0,0
Bacteroides_cellulosilyticus_DSM_14838_h,198.6904,6.0644,0,0
Bacteroides_cellulosilyticus_DSM_14838_ha,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_ha_deg1,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_ha_pre1,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hdca,173.0308,6.0578,0,0
Bacteroides_cellulosilyticus_DSM_14838_hg2,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_10,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_11,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_12,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_13,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_14,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_15,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_1,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_2,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_3,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_4,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_5,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_6,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_7,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_8,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_9,2,2,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_rest,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_idour,3,3,0,0
Bacteroides_cellulosilyticus_DSM_14838_indole,61.7078,1.9772,0,0
Bacteroides_cellulosilyticus_DSM_14838_ins,145.377,4.7634,0,0
Bacteroides_cellulosilyticus_DSM_14838_inulin,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_isobut,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_isocapr,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_isoval,49.6726,1.5161,0,0
Bacteroides_cellulosilyticus_DSM_14838_k,2e-07,6e-09,0,0
Bacteroides_cellulosilyticus_DSM_14838_kestopt,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_lac_D,198.6904,6.0644,0,0
Bacteroides_cellulosilyticus_DSM_14838_lcts,4.1267,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_leu_L,198.5815,6.0611,0,0
Bacteroides_cellulosilyticus_DSM_14838_levan1000,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_levanb,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_levanttr,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_levantttr,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_lichn,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_lmn2,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_lmn30,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_lys_L,99.3379,3.0319,0,0
Bacteroides_cellulosilyticus_DSM_14838_malt,26.1169,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_malttr,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_man,0.1,0.1,0,0
Bacteroides_cellulosilyticus_DSM_14838_mantr,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_meoh,2,1.997,0,0
Bacteroides_cellulosilyticus_DSM_14838_met_L,0.97402,0.66796,0,0
Bacteroides_cellulosilyticus_DSM_14838_metala,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_mg2,2e-07,6e-09,0,0
Bacteroides_cellulosilyticus_DSM_14838_mn2,2e-07,6e-09,0,0
Bacteroides_cellulosilyticus_DSM_14838_na1,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_nac,77.9423,2.8606,0,0
Bacteroides_cellulosilyticus_DSM_14838_nh4,198.6904,6.0644,0,0
Bacteroides_cellulosilyticus_DSM_14838_no2,0.2,0.2,0,0
Bacteroides_cellulosilyticus_DSM_14838_o2,0.00092535,0.0032477,0,0
Bacteroides_cellulosilyticus_DSM_14838_ocdca,99.2384,3.0289,0,0
Bacteroides_cellulosilyticus_DSM_14838_pb,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_pecticgal,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_pheme,9.9998,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_pi,13.4705,3.0234,0,0
Bacteroides_cellulosilyticus_DSM_14838_ppa,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_ppi,6.7352,1.5117,0,0
Bacteroides_cellulosilyticus_DSM_14838_ptrc,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_pullulan1200,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_pydam,0.0018507,5.9199e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_pydx,0.0019396,5.9199e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_pydxn,0.0019396,5.9199e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_raffin,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_rhamnogalurI,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_rib_D,0.1,0.1,0,0
Bacteroides_cellulosilyticus_DSM_14838_rmn,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_salcn,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_ser_L,198.6904,6.0644,0,0
Bacteroides_cellulosilyticus_DSM_14838_so4,19,3.0323,0,0
Bacteroides_cellulosilyticus_DSM_14838_spmd,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_stys,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_succ,198.6904,6.0644,0,0
Bacteroides_cellulosilyticus_DSM_14838_sucr,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_thr_L,198.6219,6.0623,0,0
Bacteroides_cellulosilyticus_DSM_14838_thymd,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_ttdca,114.7569,6.0578,0,0
Bacteroides_cellulosilyticus_DSM_14838_urea,88.286,2.9202,0,0
Bacteroides_cellulosilyticus_DSM_14838_uri,198.676,6.0639,0,0
Bacteroides_cellulosilyticus_DSM_14838_val_L,198.5843,6.0611,0,0
Bacteroides_cellulosilyticus_DSM_14838_xyl_D,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_xyluglc,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838_zn2,2e-07,6e-09,0,0
Parabacteroides_merdae_ATCC_43184_12dgr180,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_12ppd_S,0,0,0,0
Parabacteroides_merdae_ATCC_43184_26dap_M,106.792,9.2169,1.621,0.15106
Parabacteroides_merdae_ATCC_43184_2obut,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_4abut,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_4hbz,0,0,0,0
Parabacteroides_merdae_ATCC_43184_4hpro_LT,0,0,0,0
Parabacteroides_merdae_ATCC_43184_ac,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_acmana,86.0487,6.2614,0.91068,0.10229
Parabacteroides_merdae_ATCC_43184_ade,106.8413,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_adn,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_adocbl,0,0,0,0
Parabacteroides_merdae_ATCC_43184_arab_L,0,0,0,0
Parabacteroides_merdae_ATCC_43184_arabinogal,0,0,0,0
Parabacteroides_merdae_ATCC_43184_arabttr,0,0,0,0
Parabacteroides_merdae_ATCC_43184_arg_L,148.4452,9.0242,1.5905,0.14258
Parabacteroides_merdae_ATCC_43184_arsenb,0,0,0,0
Parabacteroides_merdae_ATCC_43184_asn_L,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_btn,0.017867,0.017867,0.017867,0.017867
Parabacteroides_merdae_ATCC_43184_ca2,1e-07,9e-09,1e-09,1e-10
Parabacteroides_merdae_ATCC_43184_cbl1,0,0,0,0
Parabacteroides_merdae_ATCC_43184_cbl2,0,0,0,0
Parabacteroides_merdae_ATCC_43184_cd2,0,0,0,0
Parabacteroides_merdae_ATCC_43184_cgly,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_chor,64.6926,4.4624,0.78673,0.071945
Parabacteroides_merdae_ATCC_43184_chtbs,0.1,0.1,0.1,0.037773
Parabacteroides_merdae_ATCC_43184_cl,1e-07,9e-09,1e-09,1e-10
Parabacteroides_merdae_ATCC_43184_co2,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_cobalt2,1e-07,9e-09,1e-09,1e-10
Parabacteroides_merdae_ATCC_43184_cro4,0,0,0,0
Parabacteroides_merdae_ATCC_43184_csn,0,0,0,0
Parabacteroides_merdae_ATCC_43184_ctbt,0,0,0,0
Parabacteroides_merdae_ATCC_43184_cu2,1e-07,9e-09,1e-09,1e-10
Parabacteroides_merdae_ATCC_43184_cys_L,79.6848,4.6107,0.81089,0.075566
Parabacteroides_merdae_ATCC_43184_cytd,159.2579,9.215,1.6206,0.15103
Parabacteroides_merdae_ATCC_43184_dad_2,60.8229,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_dcyt,55.6749,4.6024,0.80942,0.075428
Parabacteroides_merdae_ATCC_43184_ddca,34.3989,5.5295,0.97247,0.090623
Parabacteroides_merdae_ATCC_43184_dgsn,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_din,0,0,0,0
Parabacteroides_merdae_ATCC_43184_duri,0.1,0.1,0.1,0.075428
Parabacteroides_merdae_ATCC_43184_fe2,0.0015554,9.0005e-05,1.5828e-05,1.475e-06
Parabacteroides_merdae_ATCC_43184_fe3,0.0015553,8.9994e-05,1.5827e-05,1.4749e-06
Parabacteroides_merdae_ATCC_43184_fol,0,0,0,0
Parabacteroides_merdae_ATCC_43184_for,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_gal,9.2567,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_galur,0,0,0,0
Parabacteroides_merdae_ATCC_43184_gbbtn,0,0,0,0
Parabacteroides_merdae_ATCC_43184_gcald,54.1546,9.219,1.6214,0
Parabacteroides_merdae_ATCC_43184_glc_D,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_glcur,9,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_gly,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_glyb,0,0,0,0
Parabacteroides_merdae_ATCC_43184_glyc,35.9687,7.225,0.71214,0.13952
Parabacteroides_merdae_ATCC_43184_glyclt,54.1546,9.219,1.6214,0
Parabacteroides_merdae_ATCC_43184_gua,47.7422,3.8183,0.75572,0.075591
Parabacteroides_merdae_ATCC_43184_h2,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_h2o,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_h2s,97.204,9.2171,1.621,0.15106
Parabacteroides_merdae_ATCC_43184_h,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_hdca,153.4332,9.2164,1.6209,0.15105
Parabacteroides_merdae_ATCC_43184_hg2,0,0,0,0
Parabacteroides_merdae_ATCC_43184_hxan,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_ins,116.568,7.089,1.3272,0.15106
Parabacteroides_merdae_ATCC_43184_isobut,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_isocapr,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_isoval,39.832,2.3048,0.40534,0.037773
Parabacteroides_merdae_ATCC_43184_k,1e-07,9e-09,1e-09,1e-10
Parabacteroides_merdae_ATCC_43184_lac_D,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_lcts,4.1267,4.1267,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_leu_L,159.2406,9.214,1.6205,0.15101
Parabacteroides_merdae_ATCC_43184_lmn2,0,0,0,0
Parabacteroides_merdae_ATCC_43184_lmn30,0,0,0,0
Parabacteroides_merdae_ATCC_43184_lys_L,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_malt,26.1169,9.219,0.99083,0.15109
Parabacteroides_merdae_ATCC_43184_man,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_mantr,0,0,0,0
Parabacteroides_merdae_ATCC_43184_melib,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_mg2,1e-07,9e-09,1e-09,1e-10
Parabacteroides_merdae_ATCC_43184_mn2,1e-07,9e-09,1e-09,1e-10
Parabacteroides_merdae_ATCC_43184_na1,0,0,0,0
Parabacteroides_merdae_ATCC_43184_nac,76.7321,7.1585,1.259,0.11732
Parabacteroides_merdae_ATCC_43184_ncam,45.9182,7.1583,1.2589,0.11732
Parabacteroides_merdae_ATCC_43184_nh4,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_no3,0,0,0,0
Parabacteroides_merdae_ATCC_43184_o2,0.00092535,0.0032477,3.1778e-05,0.00011324
Parabacteroides_merdae_ATCC_43184_ocdca,106.6049,8.9789,1.5791,0.14716
Parabacteroides_merdae_ATCC_43184_ocdcea,0,0,0,0
Parabacteroides_merdae_ATCC_43184_orn,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_pb,0,0,0,0
Parabacteroides_merdae_ATCC_43184_pheme,0,0,0,0
Parabacteroides_merdae_ATCC_43184_pi,13.4704,4.5961,0.80833,0.075327
Parabacteroides_merdae_ATCC_43184_ppa,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_ppi,6.7352,2.2981,0.40416,0.037663
Parabacteroides_merdae_ATCC_43184_pro_L,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_ptrc,0,0,0,0
Parabacteroides_merdae_ATCC_43184_pydam,0.0015553,8.9994e-05,1.5827e-05,1.4749e-06
Parabacteroides_merdae_ATCC_43184_pydx,0.32233,0.32731,0.32092,0.075659
Parabacteroides_merdae_ATCC_43184_pydxn,0.32388,0.3274,0.32094,0.075661
Parabacteroides_merdae_ATCC_43184_raffin,0,0,0,0
Parabacteroides_merdae_ATCC_43184_rmn,0,0,0,0
Parabacteroides_merdae_ATCC_43184_salcn,0,0,0,0
Parabacteroides_merdae_ATCC_43184_ser_L,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_sheme,0,0,0,0
Parabacteroides_merdae_ATCC_43184_so4,68.9945,4.6094,0.81066,0.075545
Parabacteroides_merdae_ATCC_43184_spmd,0,0,0,0
Parabacteroides_merdae_ATCC_43184_strch1,19.916,1.1524,0.20267,0.018886
Parabacteroides_merdae_ATCC_43184_strch2,19.916,5.7619,0.20267,0.094432
Parabacteroides_merdae_ATCC_43184_stys,0,0,0,0
Parabacteroides_merdae_ATCC_43184_succ,159.328,9.219,1.6214,0.15109
Parabacteroides_merdae_ATCC_43184_sucr,75.8711,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_taur,0,0,0,0
Parabacteroides_merdae_ATCC_43184_thr_L,159.2476,9.2144,1.6205,0.15102
Parabacteroides_merdae_ATCC_43184_thymd,79.6546,4.609,0.81058,0.075537
Parabacteroides_merdae_ATCC_43184_tre,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_ttdca,106.3068,9.2171,1.621,0.15106
Parabacteroides_merdae_ATCC_43184_ura,0.1,0.1,0.1,0.075428
Parabacteroides_merdae_ATCC_43184_urea,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_uri,159.3164,9.2183,1.6212,0.15108
Parabacteroides_merdae_ATCC_43184_val_L,159.2429,9.2141,1.6205,0.15101
Parabacteroides_merdae_ATCC_43184_xan,0.1,0.1,0.1,0.060449
Parabacteroides_merdae_ATCC_43184_xyl_D,1,1,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_zn2,1e-07,9e-09,1e-09,1e-10
Bacteroides_vulgatus_ATCC_8482_12ppd_S,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_26dap_M,54.144,20.1737,110.0732,0
Bacteroides_vulgatus_ATCC_8482_2obut,54.1382,30.9469,136.9512,0
Bacteroides_vulgatus_ATCC_8482_4abut,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_4hpro_LT,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_C02528,20,15.4781,20,0
Bacteroides_vulgatus_ATCC_8482_Ser_Thr,9,9,9,0
Bacteroides_vulgatus_ATCC_8482_T_antigen,3,6,3,0
Bacteroides_vulgatus_ATCC_8482_Tn_antigen,9,18,9,0
Bacteroides_vulgatus_ATCC_8482_Tyr_ggn,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_ac,54.1546,30.9562,218.4112,0
Bacteroides_vulgatus_ATCC_8482_acald,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_acgal,11,11,11,0
Bacteroides_vulgatus_ATCC_8482_acgam,54.1546,30.9562,218.4112,0
Bacteroides_vulgatus_ATCC_8482_acnam,3.1,6.1,3.1,0
Bacteroides_vulgatus_ATCC_8482_ade,54.1546,20.1876,70.8137,0
Bacteroides_vulgatus_ATCC_8482_adn,54.1546,27.3944,106.2627,0
Bacteroides_vulgatus_ATCC_8482_adocbl,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_amylopect900,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_amylose300,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_arab_L,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_arabinoxyl,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_arabttr,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_arg_L,54.0619,30.9032,208.1949,0
Bacteroides_vulgatus_ATCC_8482_arsenb,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_asn_L,54.1546,30.9562,218.4112,0
Bacteroides_vulgatus_ATCC_8482_btn,0.017867,0.017867,0.017867,0
Bacteroides_vulgatus_ATCC_8482_ca2,2e-08,1e-08,9e-08,0
Bacteroides_vulgatus_ATCC_8482_cbl1,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_cbl2,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_cd2,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_cgly,0.0057834,0.003306,0.023325,0
Bacteroides_vulgatus_ATCC_8482_cholate,20,15.4781,20,0
Bacteroides_vulgatus_ATCC_8482_chor,28.2825,16.1772,78.9738,0
Bacteroides_vulgatus_ATCC_8482_chtbs,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_cl,2e-08,1e-08,9e-08,0
Bacteroides_vulgatus_ATCC_8482_co2,54.1546,30.9562,218.4112,0
Bacteroides_vulgatus_ATCC_8482_cobalt2,2e-08,1e-08,9e-08,0
Bacteroides_vulgatus_ATCC_8482_core2,1,2,1,0
Bacteroides_vulgatus_ATCC_8482_core3,1,2,1,0
Bacteroides_vulgatus_ATCC_8482_core4,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_core5,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_core6,1,2,1,0
Bacteroides_vulgatus_ATCC_8482_core7,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_core8,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_cro4,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_csn,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_ctbt,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_cu2,2e-08,1e-08,9e-08,0
Bacteroides_vulgatus_ATCC_8482_cytd,54.1394,30.9475,218.3498,0
Bacteroides_vulgatus_ATCC_8482_dad_2,27.1773,15.5781,61.4844,0
Bacteroides_vulgatus_ATCC_8482_dcyt,54.1546,30.9562,218.4112,0
Bacteroides_vulgatus_ATCC_8482_ddca,27.0773,15.4781,13.9405,0
Bacteroides_vulgatus_ATCC_8482_dgchol,10,10,10,0
Bacteroides_vulgatus_ATCC_8482_dgsn,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_din,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_drib,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_dsT_antigen,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_duri,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_etoh,54.1546,30.9562,218.4112,0
Bacteroides_vulgatus_ATCC_8482_f1a,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_fe2,0.00041925,0.00023965,0.0016909,0
Bacteroides_vulgatus_ATCC_8482_fe3,2e-08,1e-08,9e-08,0
Bacteroides_vulgatus_ATCC_8482_fol,0.00062884,0.00035946,0.0025362,0
Bacteroides_vulgatus_ATCC_8482_for,54.1546,30.9562,218.4112,0
Bacteroides_vulgatus_ATCC_8482_fru,54.1546,30.9562,218.4112,0
Bacteroides_vulgatus_ATCC_8482_gal,9.2567,14.2567,9.2567,0
Bacteroides_vulgatus_ATCC_8482_galt,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_galur,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_gam,4.1,2.8802,4.1,0
Bacteroides_vulgatus_ATCC_8482_gbbtn,0,0,0,0
Bacteroides_vulgatus_ATCC_8482_gcald,54.1546,9.2194,1.6239,0
Bacteroides_vulgatus_ATCC_8482_gchola,10,10,10,0
Bacteroides_vulgatus_ATCC_8482_glc_D,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_glcur,9,8.2356,9,0
