,SRS011061,SRS011134,SRS012902,SRS054956
Bacteroides_cellulosilyticus_DSM_14838_gam,4.1,2.4282,0,0
Bacteroides_cellulosilyticus_DSM_14838_gcald,0.00062884,0.00035946,0,0
Bacteroides_cellulosilyticus_DSM_14838_glc_D,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_glcur,9,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_gsn,0.058729,0.0017925,0,0
Bacteroides_cellulosilyticus_DSM_14838_h2,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_h2o,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_h,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_ha,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_ha_deg1,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_ha_pre1,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hdca,99.2384,3.0289,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_10,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_11,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_12,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_1,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_2,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_3,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_4,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_5,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_6,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_7,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_8,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_9,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_indole,0.013699,0.00041812,0,0
Bacteroides_cellulosilyticus_DSM_14838_ins,97.2119,3.0314,0,0
Bacteroides_cellulosilyticus_DSM_14838_k,0.0019396,5.9199e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_lac_D,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_lcts,4.1267,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_leu_L,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_lys_L,0.082841,0.0025285,0,0
Bacteroides_cellulosilyticus_DSM_14838_malt,26.1169,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_man,0.1,0.1,0,0
Bacteroides_cellulosilyticus_DSM_14838_meoh,1,1.3283,0,0
Bacteroides_cellulosilyticus_DSM_14838_met_L,1.065,0.67074,0,0
Bacteroides_cellulosilyticus_DSM_14838_mg2,0.0019396,5.9199e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_mn2,0.0019396,5.9199e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_nac,0.0038791,0.0001184,0,0
Bacteroides_cellulosilyticus_DSM_14838_nh4,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_no2,0.2,0.2,0,0
Bacteroides_cellulosilyticus_DSM_14838_o2,0.00092535,0.0032477,0,0
Bacteroides_cellulosilyticus_DSM_14838_pheme,9.9998,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_pi,13.7586,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_pydam,0.0018507,5.9199e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_pydx,0.0019396,5.9199e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_pydxn,0.0019396,5.9199e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_rib_D,0.1,0.1,0,0
Bacteroides_cellulosilyticus_DSM_14838_ser_L,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_so4,0.0019396,5.9199e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_succ,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_sucr,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_thr_L,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_thymd,0.0029175,8.9048e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_ttdca,69.5888,3.0291,0,0
Bacteroides_cellulosilyticus_DSM_14838_uri,99.3308,3.0317,0,0
Bacteroides_cellulosilyticus_DSM_14838_val_L,99.3452,3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_xyl_D,1,1,0,0
Bacteroides_cellulosilyticus_DSM_14838_zn2,0.0019396,5.9199e-05,0,0
Parabacteroides_merdae_ATCC_43184_12dgr180,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_26dap_M,27.1651,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_2obut,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_ac,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_acmana,6.3847,1.6519,0.1,0.02674
Parabacteroides_merdae_ATCC_43184_ade,27.1773,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_adn,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_arg_L,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_asn_L,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_btn,0.017867,0.017867,0.017867,0.017867
Parabacteroides_merdae_ATCC_43184_ca2,0.0015553,8.9994e-05,1.5827e-05,1.4749e-06
Parabacteroides_merdae_ATCC_43184_cgly,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_chor,0.073683,0.0042634,0.00074981,6.9873e-05
Parabacteroides_merdae_ATCC_43184_chtbs,0.1,0.1,0.1,0.037773
Parabacteroides_merdae_ATCC_43184_cl,0.0015553,8.9994e-05,1.5827e-05,1.4749e-06
Parabacteroides_merdae_ATCC_43184_co2,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_cobalt2,0.0015553,8.9994e-05,1.5827e-05,1.4749e-06
Parabacteroides_merdae_ATCC_43184_cu2,0.0015553,8.9994e-05,1.5827e-05,1.4749e-06
Parabacteroides_merdae_ATCC_43184_cys_L,0.020832,0.0012054,0.00021199,1.9755e-05
Parabacteroides_merdae_ATCC_43184_cytd,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_dcyt,55.6749,4.6024,0.80942,0.075428
Parabacteroides_merdae_ATCC_43184_ddca,18.4997,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_dgsn,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_duri,0.1,0.1,0.1,0.075428
Parabacteroides_merdae_ATCC_43184_fe2,0.0031106,0.00017999,3.1654e-05,2.9498e-06
Parabacteroides_merdae_ATCC_43184_fe3,0.0015553,8.9994e-05,1.5827e-05,1.4749e-06
Parabacteroides_merdae_ATCC_43184_for,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_gal,9.2567,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_gcald,27.0773,4.6095,0.81068,0
Parabacteroides_merdae_ATCC_43184_glc_D,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_glcur,9,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_gly,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_glyc,2.8461,4.6095,0.19722,0.075546
Parabacteroides_merdae_ATCC_43184_glyclt,27.0773,4.6095,0.81068,0
Parabacteroides_merdae_ATCC_43184_gua,0.047095,0.002725,0.00047924,4.466e-05
Parabacteroides_merdae_ATCC_43184_h2,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_h2o,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_h2s,28.2407,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_h,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_hdca,79.6408,4.6082,0.81044,0.075524
Parabacteroides_merdae_ATCC_43184_hxan,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_ins,79.6315,4.6076,0.81034,0.075515
Parabacteroides_merdae_ATCC_43184_k,0.0015553,8.9994e-05,1.5827e-05,1.4749e-06
Parabacteroides_merdae_ATCC_43184_lac_D,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_lcts,4.1267,4.1267,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_leu_L,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_lys_L,0.06643,0.0038438,0.000676,6.2996e-05
Parabacteroides_merdae_ATCC_43184_malt,8.4138,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_man,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_melib,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_mg2,0.0015553,8.9994e-05,1.5827e-05,1.4749e-06
Parabacteroides_merdae_ATCC_43184_mn2,0.0015553,8.9994e-05,1.5827e-05,1.4749e-06
Parabacteroides_merdae_ATCC_43184_nac,33.059,2.549,0.44829,0.041775
Parabacteroides_merdae_ATCC_43184_ncam,12.8623,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_nh4,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_o2,0.00092535,0.0032477,3.1778e-05,0.00011324
Parabacteroides_merdae_ATCC_43184_ocdca,26.9409,4.3694,0.76844,0.07161
Parabacteroides_merdae_ATCC_43184_orn,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_pi,13.7015,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_pro_L,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_pydam,0.0015553,8.9994e-05,1.5827e-05,1.4749e-06
Parabacteroides_merdae_ATCC_43184_pydx,0.3214,0.32406,0.32089,0.075546
Parabacteroides_merdae_ATCC_43184_pydxn,0.0024807,0.0033377,4.7605e-05,0.00011471
Parabacteroides_merdae_ATCC_43184_ser_L,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_so4,68.9961,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_strch1,19.916,1.1524,0.20267,0.018886
Parabacteroides_merdae_ATCC_43184_strch2,0,4.6095,0,0.075546
Parabacteroides_merdae_ATCC_43184_succ,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_sucr,75.8711,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_thr_L,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_tre,0.1,0.1,0.1,0.075546
Parabacteroides_merdae_ATCC_43184_ttdca,77.6469,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_ura,0.1,0.1,0.1,0.075428
Parabacteroides_merdae_ATCC_43184_uri,79.6524,4.6088,0.81056,0.075535
Parabacteroides_merdae_ATCC_43184_val_L,79.664,4.6095,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_xan,0.1,0.1,0.1,0.060449
Parabacteroides_merdae_ATCC_43184_xyl_D,1,1,0.81068,0.075546
Parabacteroides_merdae_ATCC_43184_zn2,0.0015553,8.9994e-05,1.5827e-05,1.4749e-06
Bacteroides_vulgatus_ATCC_8482_26dap_M,27.0773,4.7016,0.91024,0
Bacteroides_vulgatus_ATCC_8482_2obut,27.0773,15.4781,27.8115,0
Bacteroides_vulgatus_ATCC_8482_T_antigen,0,3,0,0
Bacteroides_vulgatus_ATCC_8482_Tn_antigen,0,9,0,0
Bacteroides_vulgatus_ATCC_8482_ac,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_acgam,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_acnam,0.1,3.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_ade,27.0773,4.7095,0.91068,0
Bacteroides_vulgatus_ATCC_8482_adn,27.0773,15.4781,62.9352,0
Bacteroides_vulgatus_ATCC_8482_arab_L,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_arg_L,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_asn_L,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_btn,0.017867,0.017867,0.017867,0
Bacteroides_vulgatus_ATCC_8482_ca2,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_cgly,0.0057834,0.003306,0.023325,0
Bacteroides_vulgatus_ATCC_8482_chor,2.0306,1.3233,0.88598,0
Bacteroides_vulgatus_ATCC_8482_chtbs,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_cl,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_co2,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_cobalt2,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_core2,0,1,0,0
Bacteroides_vulgatus_ATCC_8482_core3,0,1,0,0
Bacteroides_vulgatus_ATCC_8482_core4,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_core5,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_core6,0,1,0,0
Bacteroides_vulgatus_ATCC_8482_core7,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_core8,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_cu2,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_cytd,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_dad_2,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_dcyt,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_ddca,27.0773,15.4781,13.9405,0
Bacteroides_vulgatus_ATCC_8482_dgchol,10,10,10,0
Bacteroides_vulgatus_ATCC_8482_dgsn,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_drib,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_dsT_antigen,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_duri,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_etoh,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_f1a,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_fe2,0.00062884,0.00035946,0.0025362,0
Bacteroides_vulgatus_ATCC_8482_fe3,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_fol,0.00062884,0.00035946,0.0025362,0
Bacteroides_vulgatus_ATCC_8482_for,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_fru,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_gal,0.029974,5.03,0.029974,0
Bacteroides_vulgatus_ATCC_8482_gam,4.1,2.8802,4.1,0
Bacteroides_vulgatus_ATCC_8482_gcald,27.0773,4.6095,0.81068,0
Bacteroides_vulgatus_ATCC_8482_gchola,10,10,10,0
Bacteroides_vulgatus_ATCC_8482_glc_D,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_glcur,9,8.2356,9,0
Bacteroides_vulgatus_ATCC_8482_glu_L,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_glyclt,27.0773,4.6095,0.81068,0
Bacteroides_vulgatus_ATCC_8482_gncore1,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_gncore2,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_gsn,27.0773,15.4781,40.5112,0
Bacteroides_vulgatus_ATCC_8482_gua,27.0773,3.9156,0.85524,0
Bacteroides_vulgatus_ATCC_8482_h2,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_h2o,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_h2s,1.0149,1.0085,1.0599,0
Bacteroides_vulgatus_ATCC_8482_h,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_hdca,27.0013,15.4347,108.8992,0
Bacteroides_vulgatus_ATCC_8482_k,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_lac_D,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_lcts,4.1267,4.1267,4.1267,0
Bacteroides_vulgatus_ATCC_8482_leu_L,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_lys_L,0.019322,0.011045,0.077929,0
Bacteroides_vulgatus_ATCC_8482_malt,26.1169,15.4781,8.594,0
Bacteroides_vulgatus_ATCC_8482_man,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_melib,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_mg2,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_mn2,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_mqn8,0.00041922,0.00023964,0.0016908,0
Bacteroides_vulgatus_ATCC_8482_nac,12.7172,8.2992,31.1549,0
Bacteroides_vulgatus_ATCC_8482_ncam,27.0773,2.6943,0.59379,0
Bacteroides_vulgatus_ATCC_8482_nh4,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_o2,0.00092535,0.0032477,3.1778e-05,0
Bacteroides_vulgatus_ATCC_8482_ocdca,21.8059,14.23,27.4266,0
Bacteroides_vulgatus_ATCC_8482_orn,27.0773,15.4781,52.409,0
Bacteroides_vulgatus_ATCC_8482_pheme,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_pi,13.5254,13.9096,13.9234,0
Bacteroides_vulgatus_ATCC_8482_pro_L,27.0773,15.4781,86.1731,0
Bacteroides_vulgatus_ATCC_8482_ptrc,0.00041922,0.00023964,0.0016908,0
Bacteroides_vulgatus_ATCC_8482_pydam,0.00020961,0.00011982,3.1778e-05,0
Bacteroides_vulgatus_ATCC_8482_pydx,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_pydxn,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_q8,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_rib_D,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_sT_antigen,0,1,0,0
Bacteroides_vulgatus_ATCC_8482_sTn_antigen,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_ser_L,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_sheme,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_so4,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_spmd,0.00020961,0.00011982,0.00084539,0
Bacteroides_vulgatus_ATCC_8482_succ,27.0703,15.4781,109.1699,0
Bacteroides_vulgatus_ATCC_8482_sucr,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_tchola,10,10,10,0
Bacteroides_vulgatus_ATCC_8482_tdchola,10,10,10,0
Bacteroides_vulgatus_ATCC_8482_thr_L,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_thymd,0.0010845,0.00061994,0.004374,0
Bacteroides_vulgatus_ATCC_8482_ttdca,27.003,15.4357,62.9841,0
Bacteroides_vulgatus_ATCC_8482_ura,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_uri,27.0739,15.4762,109.1919,0
Bacteroides_vulgatus_ATCC_8482_val_L,27.0773,15.4781,109.2056,0
Bacteroides_vulgatus_ATCC_8482_xan,0.1,0.1,0.1,0
Bacteroides_vulgatus_ATCC_8482_xyl_D,1,1,1,0
Bacteroides_vulgatus_ATCC_8482_zn2,0.00020961,0.00011982,0.00084539,0
Alistipes_putredinis_DSM_17216_26dap_M,0.0016468,0.0057798,5.6554e-05,0.00020152
Alistipes_putredinis_DSM_17216_4hbz,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_ac,26.3165,88.4322,0.90374,3.2204
Alistipes_putredinis_DSM_17216_adn,4.5063,11.9417,0.25425,0.64963
Alistipes_putredinis_DSM_17216_ala_L,26.3376,89.7682,0.90447,3.223
Alistipes_putredinis_DSM_17216_arg_L,0.016448,0.057725,0.00056483,0.0020127
Alistipes_putredinis_DSM_17216_asn_L,26.3376,92.4356,0.90447,3.223
Alistipes_putredinis_DSM_17216_ca2,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_cl,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_co2,23.4133,70.7749,0.89986,3.2065
Alistipes_putredinis_DSM_17216_cobalt2,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_cu2,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_cys_L,0.0054215,0.019028,0.00018618,0.00066344
Alistipes_putredinis_DSM_17216_cytd,0.0066612,0.023378,0.00022875,0.00081513
Alistipes_putredinis_DSM_17216_dad_2,0.0021096,0.0074041,7.2448e-05,0.00025816
Alistipes_putredinis_DSM_17216_dgchol,10,10,0.90447,3.223
Alistipes_putredinis_DSM_17216_dgsn,0.1,0.1,0.1,0.1
Alistipes_putredinis_DSM_17216_duri,0.0011234,0.0039428,3.858e-05,0.00013748
Alistipes_putredinis_DSM_17216_fe2,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_fe3,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_fol,0.00061166,0.0021467,2.1005e-05,7.4849e-05
Alistipes_putredinis_DSM_17216_gchola,10,10,0.90447,3.223
Alistipes_putredinis_DSM_17216_glu_L,26.3376,92.4356,0.90447,3.223
Alistipes_putredinis_DSM_17216_gly,26.3376,77.7372,0.90447,3.223
Alistipes_putredinis_DSM_17216_glyc,-0.0021031,-0.0073812,-7.2224e-05,-0.00025736
Alistipes_putredinis_DSM_17216_gsn,0.0011234,0.0039428,3.858e-05,0.00013748
Alistipes_putredinis_DSM_17216_gthox,0.00010194,0.00035778,3.5009e-06,1.2475e-05
Alistipes_putredinis_DSM_17216_h2,26.3376,83.8227,0.90447,3.223
Alistipes_putredinis_DSM_17216_h2o,26.3376,92.4356,0.90447,3.223
Alistipes_putredinis_DSM_17216_h,26.3376,89.121,0.90447,3.223
Alistipes_putredinis_DSM_17216_hdca,26.2225,92.0318,0.90052,3.2089
Alistipes_putredinis_DSM_17216_his_L,0.0052191,0.018317,0.00017923,0.00063866
Alistipes_putredinis_DSM_17216_ile_L,4.3919,15.4142,0.15083,0.53745
Alistipes_putredinis_DSM_17216_k,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_lac_D,26.3376,88.3322,0.90447,3.223
Alistipes_putredinis_DSM_17216_lanost,0.00092535,0.0032477,3.1778e-05,0.00011324
Alistipes_putredinis_DSM_17216_leu_L,26.3376,92.4356,0.90447,3.223
Alistipes_putredinis_DSM_17216_lys_L,0.018794,0.065962,0.00064543,0.0022999
Alistipes_putredinis_DSM_17216_met_L,0.0090265,0.03168,0.00030998,0.0011046
Alistipes_putredinis_DSM_17216_mg2,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_mn2,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_mqn7,0.00040777,0.0014311,1.4003e-05,4.9899e-05
Alistipes_putredinis_DSM_17216_nac,-0.00020387,-0.0007155,-7.001e-06,-2.4947e-05
Alistipes_putredinis_DSM_17216_nh4,26.3376,92.4356,0.90447,3.223
Alistipes_putredinis_DSM_17216_ocdca,10.5608,27.776,0.36784,1.3107
Alistipes_putredinis_DSM_17216_ocdcea,3.2922,11.5544,0.11306,0.40287
Alistipes_putredinis_DSM_17216_phe_L,0.010174,0.035708,0.0003494,0.001245
Alistipes_putredinis_DSM_17216_pheme,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_pi,13.5239,14.0658,0.90447,3.223
Alistipes_putredinis_DSM_17216_pnto_R,0.00040777,0.0014311,1.4003e-05,4.9899e-05
Alistipes_putredinis_DSM_17216_pro_L,0.012138,0.042601,0.00041685,0.0014854
