,SRS011061,SRS011134,SRS012902,SRS054956
Bacteroides_cellulosilyticus_DSM_14838_hdca,-73.7924,-3.0289,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_10,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_11,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_12,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_13,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_1,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_2,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_3,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_4,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_5,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_6,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_7,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_8,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_hspg_degr_9,-1,-1,0,0
Bacteroides_cellulosilyticus_DSM_14838_idour,-3,-3,0,0
Bacteroides_cellulosilyticus_DSM_14838_indole,-61.6941,-1.9768,0,0
Bacteroides_cellulosilyticus_DSM_14838_ins,-48.1651,-1.732,0,0
Bacteroides_cellulosilyticus_DSM_14838_isobut,-99.3452,-3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_isocapr,-99.3452,-3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_isoval,-49.6726,-1.5161,0,0
Bacteroides_cellulosilyticus_DSM_14838_k,0.0019394,5.9193e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_lac_D,-99.3452,-3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_leu_L,-99.2363,-3.0289,0,0
Bacteroides_cellulosilyticus_DSM_14838_lys_L,-99.2551,-3.0294,0,0
Bacteroides_cellulosilyticus_DSM_14838_meoh,-1,-0.66875,0,0
Bacteroides_cellulosilyticus_DSM_14838_met_L,0.090978,0.0027768,0,0
Bacteroides_cellulosilyticus_DSM_14838_mg2,0.0019394,5.9193e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_mn2,0.0019394,5.9193e-05,0,0
Bacteroides_cellulosilyticus_DSM_14838_nac,-77.9384,-2.8605,0,0
Bacteroides_cellulosilyticus_DSM_14838_nh4,-99.3452,-3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_ocdca,-99.2384,-3.0289,0,0
Bacteroides_cellulosilyticus_DSM_14838_pi,0.28814,0.0087944,0,0
Bacteroides_cellulosilyticus_DSM_14838_ppa,-99.3452,-3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_ppi,-6.7352,-1.5117,0,0
Bacteroides_cellulosilyticus_DSM_14838_ser_L,-99.3452,-3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_so4,-18.9981,-3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_succ,-99.3452,-3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_thr_L,-99.2767,-3.0301,0,0
Bacteroides_cellulosilyticus_DSM_14838_thymd,-99.3423,-3.0321,0,0
Bacteroides_cellulosilyticus_DSM_14838_ttdca,-45.1681,-3.0287,0,0
Bacteroides_cellulosilyticus_DSM_14838_urea,-88.286,-2.9202,0,0
Bacteroides_cellulosilyticus_DSM_14838_uri,-99.3452,-3.0322,0,0
Bacteroides_cellulosilyticus_DSM_14838_val_L,-99.2391,-3.0289,0,0
Bacteroides_cellulosilyticus_DSM_14838_zn2,0.0019394,5.9193e-05,0,0
Parabacteroides_merdae_ATCC_43184_26dap_M,-79.6269,-4.6074,-0.8103,-0.07551
Parabacteroides_merdae_ATCC_43184_2obut,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_4abut,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_ac,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_acmana,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_ade,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_adn,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_arg_L,-68.7812,-4.4147,-0.77981,-0.067038
Parabacteroides_merdae_ATCC_43184_asn_L,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_ca2,0.0015552,8.9985e-05,1.5826e-05,1.4748e-06
Parabacteroides_merdae_ATCC_43184_chor,-64.6189,-4.4581,-0.78598,-0.071875
Parabacteroides_merdae_ATCC_43184_cl,0.0015552,8.9985e-05,1.5826e-05,1.4748e-06
Parabacteroides_merdae_ATCC_43184_co2,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_cobalt2,0.0015552,8.9985e-05,1.5826e-05,1.4748e-06
Parabacteroides_merdae_ATCC_43184_cu2,0.0015552,8.9985e-05,1.5826e-05,1.4748e-06
Parabacteroides_merdae_ATCC_43184_cys_L,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_cytd,-79.5939,-4.6055,-0.80996,-0.075479
Parabacteroides_merdae_ATCC_43184_dad_2,-60.8229,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_ddca,-15.8992,-0.91996,-0.16179,-0.015077
Parabacteroides_merdae_ATCC_43184_fe2,0.0015552,8.9985e-05,1.5826e-05,1.4748e-06
Parabacteroides_merdae_ATCC_43184_for,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_gcald,-27.0773,-4.6095,-0.81068,0
Parabacteroides_merdae_ATCC_43184_glc_D,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_gly,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_glyc,-33.1226,-2.6155,-0.51492,-0.063973
Parabacteroides_merdae_ATCC_43184_glyclt,-27.0773,-4.6095,-0.81068,0
Parabacteroides_merdae_ATCC_43184_gua,-47.6951,-3.8156,-0.75524,-0.075546
Parabacteroides_merdae_ATCC_43184_h2o,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_h2s,-68.9633,-4.6076,-0.81034,-0.075514
Parabacteroides_merdae_ATCC_43184_h,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_hdca,-73.7924,-4.6082,-0.81044,-0.075524
Parabacteroides_merdae_ATCC_43184_ins,-36.9365,-2.4814,-0.51686,-0.075546
Parabacteroides_merdae_ATCC_43184_isobut,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_isocapr,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_isoval,-39.832,-2.3048,-0.40534,-0.037773
Parabacteroides_merdae_ATCC_43184_k,0.0015552,8.9985e-05,1.5826e-05,1.4748e-06
Parabacteroides_merdae_ATCC_43184_lac_D,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_leu_L,-79.5766,-4.6045,-0.80979,-0.075463
Parabacteroides_merdae_ATCC_43184_lys_L,-79.5976,-4.6057,-0.81,-0.075483
Parabacteroides_merdae_ATCC_43184_malt,-17.7031,-4.6095,-0.18015,-0.075546
Parabacteroides_merdae_ATCC_43184_mg2,0.0015552,8.9985e-05,1.5826e-05,1.4748e-06
Parabacteroides_merdae_ATCC_43184_mn2,0.0015552,8.9985e-05,1.5826e-05,1.4748e-06
Parabacteroides_merdae_ATCC_43184_nac,-43.6731,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_ncam,-33.0559,-2.5488,-0.44826,-0.041772
Parabacteroides_merdae_ATCC_43184_nh4,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_ocdca,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_orn,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_pi,0.23105,0.013369,0.0023512,0.00021911
Parabacteroides_merdae_ATCC_43184_ppa,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_ppi,-6.7352,-2.2981,-0.40416,-0.037663
Parabacteroides_merdae_ATCC_43184_pro_L,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_pydx,-0.00092535,-0.0032477,-3.1778e-05,-0.00011324
Parabacteroides_merdae_ATCC_43184_pydxn,-0.3214,-0.32406,-0.32089,-0.075546
Parabacteroides_merdae_ATCC_43184_ser_L,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_so4,0.0015552,8.9985e-05,1.5826e-05,1.4748e-06
Parabacteroides_merdae_ATCC_43184_strch2,-19.916,-1.1524,-0.20267,-0.018886
Parabacteroides_merdae_ATCC_43184_succ,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_thr_L,-79.5836,-4.6049,-0.80986,-0.075469
Parabacteroides_merdae_ATCC_43184_thymd,-79.6546,-4.609,-0.81058,-0.075537
Parabacteroides_merdae_ATCC_43184_ttdca,-28.6599,-4.6076,-0.81033,-0.075514
Parabacteroides_merdae_ATCC_43184_urea,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_uri,-79.664,-4.6095,-0.81068,-0.075546
Parabacteroides_merdae_ATCC_43184_val_L,-79.5789,-4.6046,-0.80981,-0.075465
Parabacteroides_merdae_ATCC_43184_zn2,0.0015552,8.9985e-05,1.5826e-05,1.4748e-06
Bacteroides_vulgatus_ATCC_8482_26dap_M,-27.0667,-15.4721,-109.163,0
Bacteroides_vulgatus_ATCC_8482_2obut,-27.0609,-15.4688,-109.1397,0
Bacteroides_vulgatus_ATCC_8482_4abut,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_C02528,-20,-15.4781,-20,0
Bacteroides_vulgatus_ATCC_8482_Ser_Thr,-9,-9,-9,0
Bacteroides_vulgatus_ATCC_8482_T_antigen,-3,-3,-3,0
Bacteroides_vulgatus_ATCC_8482_Tn_antigen,-9,-9,-9,0
Bacteroides_vulgatus_ATCC_8482_ac,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_acald,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_acgal,-11,-11,-11,0
Bacteroides_vulgatus_ATCC_8482_acgam,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_acnam,-3,-3,-3,0
Bacteroides_vulgatus_ATCC_8482_ade,-27.0773,-15.4781,-69.903,0
Bacteroides_vulgatus_ATCC_8482_adn,-27.0773,-11.9163,-43.3275,0
Bacteroides_vulgatus_ATCC_8482_arg_L,-26.9846,-15.4251,-98.9893,0
Bacteroides_vulgatus_ATCC_8482_asn_L,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_ca2,0.00020959,0.00011981,0.0008453,0
Bacteroides_vulgatus_ATCC_8482_cholate,-20,-15.4781,-20,0
Bacteroides_vulgatus_ATCC_8482_chor,-26.2519,-14.8539,-78.0878,0
Bacteroides_vulgatus_ATCC_8482_cl,0.00020959,0.00011981,0.0008453,0
Bacteroides_vulgatus_ATCC_8482_co2,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_cobalt2,0.00020959,0.00011981,0.0008453,0
Bacteroides_vulgatus_ATCC_8482_core2,-1,-1,-1,0
Bacteroides_vulgatus_ATCC_8482_core3,-1,-1,-1,0
Bacteroides_vulgatus_ATCC_8482_core6,-1,-1,-1,0
Bacteroides_vulgatus_ATCC_8482_cu2,0.00020959,0.00011981,0.0008453,0
Bacteroides_vulgatus_ATCC_8482_cytd,-27.0621,-15.4694,-109.1442,0
Bacteroides_vulgatus_ATCC_8482_dad_2,-27.0773,-15.4781,-61.3844,0
Bacteroides_vulgatus_ATCC_8482_dcyt,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_etoh,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_fe2,0.00020959,0.00011981,0.0008453,0
Bacteroides_vulgatus_ATCC_8482_fe3,0.00020959,0.00011981,0.0008453,0
Bacteroides_vulgatus_ATCC_8482_for,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_fru,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_gal,-9.2267,-9.2267,-9.2267,0
Bacteroides_vulgatus_ATCC_8482_gcald,-27.0773,-4.6099,-0.81321,0
Bacteroides_vulgatus_ATCC_8482_glu_L,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_gly,-20,-15.4781,-20,0
Bacteroides_vulgatus_ATCC_8482_glyclt,-27.0773,-4.6099,-0.81321,0
Bacteroides_vulgatus_ATCC_8482_gsn,-27.0773,-10.657,-41.0353,0
Bacteroides_vulgatus_ATCC_8482_gua,-27.0773,-15.4781,-64.4717,0
Bacteroides_vulgatus_ATCC_8482_h2,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_h2o,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_h2s,0.0088599,0.0050646,0.035733,0
Bacteroides_vulgatus_ATCC_8482_h,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_hdca,-27.0013,-15.4347,-69.5132,0
Bacteroides_vulgatus_ATCC_8482_ins,-27.0773,-15.4781,-91.1906,0
Bacteroides_vulgatus_ATCC_8482_isobut,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_isocapr,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_isoval,-13.5386,-7.7391,-54.6028,0
Bacteroides_vulgatus_ATCC_8482_k,0.00020959,0.00011981,0.0008453,0
Bacteroides_vulgatus_ATCC_8482_lac_D,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_leu_L,-27.0461,-15.4603,-109.0799,0
Bacteroides_vulgatus_ATCC_8482_lys_L,-27.058,-15.4671,-109.1277,0
Bacteroides_vulgatus_ATCC_8482_mg2,0.00020959,0.00011981,0.0008453,0
Bacteroides_vulgatus_ATCC_8482_mn2,0.00020959,0.00011981,0.0008453,0
Bacteroides_vulgatus_ATCC_8482_mqn8,-2.0076,-1.3102,-7.0276,0
Bacteroides_vulgatus_ATCC_8482_nac,-27.0773,-15.4781,-105.2294,0
Bacteroides_vulgatus_ATCC_8482_ncam,-12.7168,-8.2989,-44.5172,0
Bacteroides_vulgatus_ATCC_8482_nh4,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_ocdca,-26.9955,-15.4314,-108.876,0
Bacteroides_vulgatus_ATCC_8482_orn,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_pi,0.054967,0.031421,0.22169,0
Bacteroides_vulgatus_ATCC_8482_ppa,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_ppi,-6.7352,-6.9391,-6.8508,0
Bacteroides_vulgatus_ATCC_8482_ptrc,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_sT_antigen,-1,-1,-1,0
Bacteroides_vulgatus_ATCC_8482_ser_L,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_so4,0.00020959,0.00011981,0.0008453,0
Bacteroides_vulgatus_ATCC_8482_succ,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_taur,-20,-15.4781,-20,0
Bacteroides_vulgatus_ATCC_8482_thr_L,-27.0541,-15.4649,-109.1122,0
Bacteroides_vulgatus_ATCC_8482_thymd,-27.0756,-15.4771,-109.1987,0
Bacteroides_vulgatus_ATCC_8482_ttdca,-26.9996,-15.4337,-29.7316,0
Bacteroides_vulgatus_ATCC_8482_uri,-27.0773,-15.4781,-109.2056,0
Bacteroides_vulgatus_ATCC_8482_val_L,-27.0309,-15.4516,-109.0185,0
Bacteroides_vulgatus_ATCC_8482_zn2,0.00020959,0.00011981,0.0008453,0
Alistipes_putredinis_DSM_17216_26dap_M,0.0016467,0.0057792,5.6548e-05,0.0002015
Alistipes_putredinis_DSM_17216_4hbz,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_C02528,-20,-20,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_ac,-26.3376,-92.4356,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_adn,-4.7627,-14.7216,-0.16644,-0.59307
Alistipes_putredinis_DSM_17216_ala_L,-26.3044,-92.3194,-0.90333,-3.2189
Alistipes_putredinis_DSM_17216_arg_L,0.016446,0.057719,0.00056478,0.0020125
Alistipes_putredinis_DSM_17216_asn_L,0.013222,0.046405,0.00045407,0.001618
Alistipes_putredinis_DSM_17216_ca2,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_cholate,-20,-20,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_cl,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_co2,-26.3376,-92.4356,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_cobalt2,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_cu2,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_cys_L,0.0050132,0.017595,0.00017216,0.00061348
Alistipes_putredinis_DSM_17216_cytd,-26.3227,-88.9497,-0.90396,-3.2211
Alistipes_putredinis_DSM_17216_dad_2,-4.9147,-15.1447,-0.26686,-0.69458
Alistipes_putredinis_DSM_17216_fe2,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_fe3,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_fol,0.0006116,0.0021465,2.1003e-05,7.4842e-05
Alistipes_putredinis_DSM_17216_glu_L,-26.3071,-92.3286,-0.90342,-3.2192
Alistipes_putredinis_DSM_17216_gly,-26.3376,-92.4356,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_glyc,-2.7461,-6.9465,-0.097215,-0.34641
Alistipes_putredinis_DSM_17216_gsn,-4.5067,-13.4865,-0.25426,-0.64968
Alistipes_putredinis_DSM_17216_gthox,0.00010193,0.00035775,3.5005e-06,1.2474e-05
Alistipes_putredinis_DSM_17216_h2,-26.3376,-92.4356,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_h2o,-26.3376,-92.4356,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_h,-26.3376,-92.4356,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_hdca,-26.2225,-56.1004,-0.90052,-3.2089
Alistipes_putredinis_DSM_17216_his_L,0.0052185,0.018315,0.00017921,0.0006386
Alistipes_putredinis_DSM_17216_ile_L,0.021528,0.075555,0.00073929,0.0026344
Alistipes_putredinis_DSM_17216_indole,-26.3345,-12.9363,-0.90436,-3.2226
Alistipes_putredinis_DSM_17216_ins,-5.0479,-15.6009,-0.17892,-0.63755
Alistipes_putredinis_DSM_17216_isobut,-26.3376,-92.4356,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_isocapr,-17.5382,-61.5528,-0.60228,-2.1462
Alistipes_putredinis_DSM_17216_isoval,-8.7691,-30.7764,-0.30114,-1.0731
Alistipes_putredinis_DSM_17216_k,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_lac_D,-26.3376,-92.4356,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_leu_L,0.030323,0.10642,0.0010413,0.0037106
Alistipes_putredinis_DSM_17216_lys_L,0.018793,0.065955,0.00064536,0.0022997
Alistipes_putredinis_DSM_17216_met_L,0.0086179,0.030246,0.00029595,0.0010546
Alistipes_putredinis_DSM_17216_mg2,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_mn2,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_mqn7,0.00040773,0.001431,1.4002e-05,4.9894e-05
Alistipes_putredinis_DSM_17216_nac,-0.00020389,-0.00071557,-7.0017e-06,-2.495e-05
Alistipes_putredinis_DSM_17216_nh4,-26.3376,-92.4356,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_o2,-0.00092535,-0.0032477,-3.1778e-05,-0.00011324
Alistipes_putredinis_DSM_17216_ocdca,-26.2169,-92.0121,-0.90032,-3.2082
Alistipes_putredinis_DSM_17216_ocdcea,0.014382,0.050474,0.00049388,0.0017599
Alistipes_putredinis_DSM_17216_phe_L,-17.167,-16.2404,-0.90385,-3.2207
Alistipes_putredinis_DSM_17216_pheme,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_pi,0.053464,0.18764,0.001836,0.0065425
Alistipes_putredinis_DSM_17216_pnto_R,0.00040773,0.001431,1.4002e-05,4.9894e-05
Alistipes_putredinis_DSM_17216_ppa,-26.3376,-92.4356,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_ppi,-6.7352,-6.9391,-0.45132,-1.6082
Alistipes_putredinis_DSM_17216_pro_L,0.012137,0.042597,0.00041681,0.0014852
Alistipes_putredinis_DSM_17216_ribflv,0.00040773,0.001431,1.4002e-05,4.9894e-05
Alistipes_putredinis_DSM_17216_ser_L,-26.3376,-92.4356,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_sheme,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_so4,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_spmd,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_succ,-26.3376,-92.4356,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_taur,-20,-20,-0.90447,-3.223
Alistipes_putredinis_DSM_17216_thm,0.00020387,0.0007155,7.001e-06,2.4947e-05
Alistipes_putredinis_DSM_17216_thr_L,-13.722,-46.5696,-0.47123,-1.6792
Alistipes_putredinis_DSM_17216_thymd,0.00098611,0.0034609,3.3864e-05,0.00012067
Alistipes_putredinis_DSM_17216_trp_L,0.0031077,0.010907,0.00010672,0.00038029
Alistipes_putredinis_DSM_17216_ttdca,0.0016467,0.0057792,5.6548e-05,0.0002015
Alistipes_putredinis_DSM_17216_tyr_L,0.0079452,0.027885,0.00027285,0.00097227
Alistipes_putredinis_DSM_17216_urea,-0.00020389,-0.00071557,-7.0017e-06,-2.495e-05
Alistipes_putredinis_DSM_17216_uri,-5.8028,-18.3387,-0.20568,-0.73292
Alistipes_putredinis_DSM_17216_val_L,0.02319,0.081388,0.00079637,0.0028378
Alistipes_putredinis_DSM_17216_zn2,0.00020387,0.0007155,7.001e-06,2.4947e-05
Bacteroides_sp_4_3_47FAA_C02528,-20,-13.6574,-20,-0.86326
Bacteroides_sp_4_3_47FAA_ac,-25.067,-13.6574,-100.5452,-0.86326
Bacteroides_sp_4_3_47FAA_acgam,-23.4939,-13.6574,-82.2281,-0.86326
Bacteroides_sp_4_3_47FAA_adn,-8.8156,-4.8093,-33.9817,-0.30399
Bacteroides_sp_4_3_47FAA_ala_L,-25.0237,-13.6338,-100.3713,-0.86177
Bacteroides_sp_4_3_47FAA_arg_L,-19.2432,-10.5327,-76.8024,-0.69929
Bacteroides_sp_4_3_47FAA_asn_L,-25.067,-13.6574,-100.5452,-0.86326
Bacteroides_sp_4_3_47FAA_ca2,0.00048935,0.00026661,0.0019628,1.6852e-05
Bacteroides_sp_4_3_47FAA_cholate,-20,-13.6574,-20,-0.86326
Bacteroides_sp_4_3_47FAA_cl,0.00048935,0.00026661,0.0019628,1.6852e-05
Bacteroides_sp_4_3_47FAA_co2,-25.067,-13.6574,-100.5452,-0.86326
Bacteroides_sp_4_3_47FAA_cobalt2,0.00048935,0.00026661,0.0019628,1.6852e-05
Bacteroides_sp_4_3_47FAA_cu2,0.00048935,0.00026661,0.0019628,1.6852e-05
Bacteroides_sp_4_3_47FAA_cytd,-23.9971,-13.0745,-96.2536,-0.82641
Bacteroides_sp_4_3_47FAA_dad_2,-8.978,-4.966,-34.4667,-0.46719
Bacteroides_sp_4_3_47FAA_dcyt,-25.067,-13.6574,-100.5452,-0.86326
